Date,Employee,Product,Product_Category,Region,Customer_ID,Quantity,Sales
2024-02-04,Charlie,Monitor,Electronics,West,CUST_109,1,300
2024-02-05,Charlie,Phone,Electronics,West,CUST_103,1,600
2024-02-05,David,Monitor,Electronics,East,CUST_119,4,1200
2024-02-06,Charlie,Tablet,Electronics,East,CUST_107,4,1600
2024-02-06,David,Laptop,Electronics,North,CUST_107,4,4000
2024-02-07,David,Laptop,Electronics,East,CUST_118,4,4000
2024-02-07,Charlie,Tablet,Electronics,South,CUST_103,2,800
2024-02-08,David,Monitor,Electronics,South,CUST_117,4,1200
2024-02-09,Alice,Monitor,Electronics,South,CUST_105,4,1200
2024-02-09,Alice,Monitor,Electronics,East,CUST_109,3,900
2024-02-10,Charlie,Tablet,Electronics,West,CUST_103,4,1600
2024-02-11,David,Phone,Electronics,West,CUST_111,1,600
2024-02-11,Alice,Monitor,Electronics,West,CUST_108,2,600
2024-02-12,Bob,Tablet,Electronics,West,CUST_103,2,800
2024-02-12,Alice,Laptop,Electronics,South,CUST_114,4,4000
2024-02-13,Bob,Phone,Electronics,East,CUST_109,4,2400
2024-02-13,David,Laptop,Electronics,West,CUST_114,1,1000
2024-02-14,David,Monitor,Electronics,West,CUST_108,4,1200
2024-02-15,Charlie,Laptop,Electronics,West,CUST_116,1,1000
2024-02-16,Charlie,Tablet,Electronics,South,CUST_114,3,1200
2024-02-16,Bob,Phone,Electronics,South,CUST_119,1,600
2024-02-17,David,Tablet,Electronics,East,CUST_101,2,800
2024-02-17,David,Tablet,Electronics,West,CUST_105,1,400
2024-02-18,Alice,Monitor,Electronics,East,CUST_103,4,1200
2024-02-18,David,Laptop,Electronics,West,CUST_112,1,1000
2024-02-19,Bob,Laptop,Electronics,South,CUST_106,1,1000
2024-02-19,Charlie,Monitor,Electronics,North,CUST_117,1,300
2024-02-20,Alice,Tablet,Electronics,East,CUST_101,4,1600
2024-02-20,David,Tablet,Electronics,North,CUST_101,1,400
2024-02-21,Charlie,Monitor,Electronics,South,CUST_110,1,300
2024-02-21,Charlie,Phone,Electronics,South,CUST_108,3,1800
2024-02-22,David,Phone,Electronics,West,CUST_102,3,1800
2024-02-22,Charlie,Tablet,Electronics,South,CUST_117,2,800
2024-02-23,Alice,Laptop,Electronics,East,CUST_116,2,2000
2024-02-23,Charlie,Laptop,Electronics,South,CUST_103,3,3000
2024-02-24,Alice,Monitor,Electronics,North,CUST_107,4,1200
2024-02-24,Alice,Monitor,Electronics,North,CUST_101,4,1200
2024-02-25,David,Phone,Electronics,West,CUST_112,2,1200
2024-02-25,Charlie,Tablet,Electronics,East,CUST_102,4,1600
2024-02-26,David,Tablet,Electronics,East,CUST_119,2,800
2024-02-26,Alice,Phone,Electronics,East,CUST_117,2,1200
2024-02-27,Bob,Phone,Electronics,East,CUST_111,2,1200
2024-02-27,David,Laptop,Electronics,North,CUST_112,4,4000
2024-02-28,Alice,Tablet,Electronics,West,CUST_113,2,800
2024-02-28,David,Monitor,Electronics,South,CUST_103,3,900
2024-02-29,David,Monitor,Electronics,West,CUST_118,1,300
2024-03-01,Bob,Phone,Electronics,East,CUST_119,1,600
2024-03-01,David,Phone,Electronics,East,CUST_105,2,1200
2024-03-02,Alice,Phone,Electronics,East,CUST_109,3,1800
2024-03-02,David,Laptop,Electronics,North,CUST_101,2,2000
2024-03-03,Bob,Monitor,Electronics,South,CUST_116,2,600
2024-03-04,David,Laptop,Electronics,North,CUST_116,1,1000
2024-03-05,Charlie,Monitor,Electronics,East,CUST_103,1,300
2024-03-06,Bob,Monitor,Electronics,East,CUST_114,1,300
2024-03-06,David,Laptop,Electronics,East,CUST_114,1,1000
2024-03-07,David,Laptop,Electronics,West,CUST_116,4,4000
2024-03-07,Alice,Tablet,Electronics,West,CUST_105,1,400
2024-03-08,Bob,Phone,Electronics,South,CUST_104,1,600
2024-03-09,David,Tablet,Electronics,South,CUST_119,2,800
2024-03-09,Bob,Monitor,Electronics,North,CUST_105,4,1200
2024-03-10,David,Monitor,Electronics,West,CUST_102,4,1200
2024-03-11,David,Monitor,Electronics,West,CUST_112,3,900
2024-03-12,Charlie,Monitor,Electronics,North,CUST_119,1,300
2024-03-12,Charlie,Laptop,Electronics,West,CUST_101,3,3000
2024-03-13,David,Phone,Electronics,East,CUST_113,4,2400
2024-03-14,Charlie,Phone,Electronics,South,CUST_119,1,600
2024-03-14,Bob,Tablet,Electronics,East,CUST_108,1,400
2024-03-15,Bob,Phone,Electronics,South,CUST_102,2,1200
2024-03-16,Alice,Tablet,Electronics,West,CUST_118,2,800
2024-03-17,Charlie,Laptop,Electronics,West,CUST_104,4,4000
2024-03-18,Alice,Laptop,Electronics,West,CUST_103,4,4000
2024-03-18,Alice,Tablet,Electronics,West,CUST_118,4,1600
2024-03-19,Charlie,Monitor,Electronics,West,CUST_105,3,900
2024-03-20,Alice,Tablet,Electronics,North,CUST_103,3,1200
2024-03-20,Alice,Phone,Electronics,North,CUST_116,1,600
2024-03-21,Bob,Laptop,Electronics,East,CUST_117,3,3000
2024-03-22,David,Laptop,Electronics,North,CUST_112,3,3000
2024-03-22,Alice,Tablet,Electronics,West,CUST_119,2,800
2024-03-23,Charlie,Monitor,Electronics,North,CUST_103,1,300
2024-03-23,David,Laptop,Electronics,West,CUST_104,3,3000
2024-03-24,Charlie,Monitor,Electronics,North,CUST_113,3,900
2024-03-25,Bob,Phone,Electronics,East,CUST_105,2,1200
2024-03-26,Charlie,Laptop,Electronics,East,CUST_118,3,3000
2024-03-27,David,Laptop,Electronics,South,CUST_112,2,2000
2024-03-28,Alice,Phone,Electronics,East,CUST_113,2,1200
2024-03-29,Bob,Laptop,Electronics,South,CUST_102,3,3000
2024-03-29,Alice,Laptop,Electronics,North,CUST_119,2,2000
2024-03-30,David,Laptop,Electronics,North,CUST_117,2,2000
2024-03-30,Charlie,Tablet,Electronics,North,CUST_104,1,400
2024-03-31,Bob,Monitor,Electronics,East,CUST_112,3,900
2024-03-31,Bob,Tablet,Electronics,East,CUST_119,2,800
2024-04-01,Bob,Tablet,Electronics,North,CUST_118,1,400
2024-04-02,Bob,Phone,Electronics,West,CUST_108,4,2400
2024-04-02,Alice,Tablet,Electronics,North,CUST_101,3,1200
2024-04-03,Alice,Monitor,Electronics,South,CUST_117,1,300
2024-04-04,David,Laptop,Electronics,South,CUST_106,1,1000
2024-04-05,David,Laptop,Electronics,West,CUST_115,1,1000
2024-04-05,Alice,Monitor,Electronics,South,CUST_111,1,300
2024-04-06,Alice,Monitor,Electronics,East,CUST_118,3,900
2024-04-06,Charlie,Laptop,Electronics,North,CUST_115,2,2000
2024-04-07,Alice,Laptop,Electronics,South,CUST_103,2,2000
2024-04-08,Charlie,Laptop,Electronics,East,CUST_110,4,4000
2024-04-08,David,Monitor,Electronics,West,CUST_112,2,600
2024-04-09,David,Laptop,Electronics,West,CUST_104,2,2000
2024-04-09,Bob,Monitor,Electronics,South,CUST_118,4,1200
2024-04-10,David,Laptop,Electronics,North,CUST_117,4,4000
2024-04-10,Alice,Laptop,Electronics,North,CUST_113,4,4000
2024-04-11,David,Laptop,Electronics,North,CUST_103,2,2000
2024-04-11,Alice,Phone,Electronics,South,CUST_105,3,1800
2024-04-12,Alice,Phone,Electronics,South,CUST_118,4,2400
2024-04-13,Alice,Laptop,Electronics,East,CUST_101,4,4000
2024-04-14,Alice,Phone,Electronics,West,CUST_117,3,1800
2024-04-14,Charlie,Laptop,Electronics,South,CUST_117,3,3000
2024-04-15,Alice,Phone,Electronics,North,CUST_101,3,1800
2024-04-16,David,Tablet,Electronics,South,CUST_117,4,1600
2024-04-17,Charlie,Laptop,Electronics,South,CUST_105,3,3000
2024-04-18,Alice,Phone,Electronics,South,CUST_117,3,1800
2024-04-19,Bob,Laptop,Electronics,South,CUST_119,1,1000
2024-04-20,Alice,Monitor,Electronics,South,CUST_117,1,300
2024-04-21,David,Phone,Electronics,West,CUST_108,3,1800
2024-04-21,Charlie,Phone,Electronics,South,CUST_103,2,1200
2024-04-22,Bob,Monitor,Electronics,North,CUST_112,2,600
2024-04-23,Bob,Phone,Electronics,East,CUST_117,1,600
2024-04-24,Charlie,Tablet,Electronics,East,CUST_105,3,1200
2024-04-24,Alice,Phone,Electronics,South,CUST_119,3,1800
2024-04-25,Bob,Monitor,Electronics,West,CUST_106,2,600
2024-04-26,Bob,Phone,Electronics,South,CUST_119,3,1800
2024-04-26,Charlie,Phone,Electronics,West,CUST_106,1,600
2024-04-27,David,Tablet,Electronics,West,CUST_110,2,800
2024-04-28,Alice,Laptop,Electronics,North,CUST_110,4,4000
2024-04-29,Alice,Phone,Electronics,North,CUST_105,4,2400
2024-04-29,Bob,Phone,Electronics,North,CUST_113,2,1200
2024-04-30,Charlie,Tablet,Electronics,West,CUST_119,3,1200
2024-04-30,Charlie,Laptop,Electronics,East,CUST_116,3,3000
2024-05-01,Charlie,Phone,Electronics,West,CUST_104,4,2400
2024-05-02,David,Monitor,Electronics,North,CUST_103,3,900
2024-05-02,Charlie,Laptop,Electronics,West,CUST_119,2,2000
2024-05-03,Alice,Laptop,Electronics,South,CUST_110,4,4000
2024-05-04,Bob,Laptop,Electronics,South,CUST_105,1,1000
2024-05-05,David,Phone,Electronics,South,CUST_117,2,1200
2024-05-06,Bob,Laptop,Electronics,East,CUST_115,1,1000
2024-05-06,Alice,Phone,Electronics,East,CUST_111,4,2400
2024-05-07,David,Laptop,Electronics,North,CUST_104,2,2000
2024-05-08,David,Laptop,Electronics,East,CUST_115,1,1000
2024-05-09,Charlie,Monitor,Electronics,South,CUST_114,2,600
2024-05-10,Bob,Laptop,Electronics,South,CUST_119,2,2000
2024-05-10,Charlie,Tablet,Electronics,East,CUST_114,3,1200
2024-05-11,Charlie,Monitor,Electronics,North,CUST_106,2,600
2024-05-12,Charlie,Tablet,Electronics,West,CUST_105,1,400
2024-05-13,Bob,Tablet,Electronics,North,CUST_107,1,400
2024-05-13,Bob,Phone,Electronics,South,CUST_117,4,2400
2024-05-14,David,Laptop,Electronics,West,CUST_103,2,2000
2024-05-15,Alice,Phone,Electronics,East,CUST_115,4,2400
2024-05-16,Bob,Tablet,Electronics,West,CUST_117,4,1600
2024-05-16,David,Tablet,Electronics,South,CUST_105,1,400
2024-05-17,David,Phone,Electronics,West,CUST_113,2,1200
2024-05-17,Bob,Laptop,Electronics,North,CUST_106,1,1000
2024-05-18,Charlie,Monitor,Electronics,West,CUST_111,2,600
2024-05-18,Bob,Phone,Electronics,South,CUST_109,3,1800
2024-05-19,Charlie,Tablet,Electronics,East,CUST_105,4,1600
2024-05-20,David,Tablet,Electronics,South,CUST_111,2,800
2024-05-20,David,Tablet,Electronics,South,CUST_117,2,800
2024-05-21,David,Phone,Electronics,East,CUST_102,2,1200
2024-05-21,Charlie,Tablet,Electronics,West,CUST_119,2,800
2024-05-22,David,Laptop,Electronics,South,CUST_104,2,2000
2024-05-23,David,Laptop,Electronics,West,CUST_112,1,1000
2024-05-24,Alice,Phone,Electronics,South,CUST_106,4,2400
2024-05-25,Bob,Tablet,Electronics,East,CUST_113,4,1600
2024-05-26,Charlie,Laptop,Electronics,South,CUST_110,2,2000
2024-05-27,Charlie,Phone,Electronics,West,CUST_113,2,1200
2024-05-28,Bob,Monitor,Electronics,North,CUST_105,3,900
2024-05-28,Alice,Laptop,Electronics,North,CUST_115,3,3000
2024-05-29,Bob,Tablet,Electronics,East,CUST_117,2,800
2024-05-29,Alice,Phone,Electronics,West,CUST_118,4,2400
2024-05-30,Alice,Monitor,Electronics,East,CUST_102,1,300
2024-05-30,David,Tablet,Electronics,East,CUST_108,1,400
2024-05-31,Bob,Monitor,Electronics,West,CUST_108,1,300
2024-05-31,Charlie,Laptop,Electronics,North,CUST_103,2,2000
2024-06-01,Alice,Laptop,Electronics,East,CUST_114,3,3000
2024-06-02,Bob,Monitor,Electronics,North,CUST_110,1,300
2024-06-02,Alice,Phone,Electronics,West,CUST_107,4,2400
2024-06-03,Bob,Monitor,Electronics,East,CUST_106,1,300
2024-06-03,Alice,Tablet,Electronics,East,CUST_101,3,1200
2024-06-04,Alice,Laptop,Electronics,East,CUST_102,3,3000
2024-06-05,Alice,Monitor,Electronics,West,CUST_107,3,900
2024-06-05,Charlie,Phone,Electronics,South,CUST_107,3,1800
2024-06-06,David,Phone,Electronics,West,CUST_115,4,2400
2024-06-07,Alice,Laptop,Electronics,West,CUST_107,2,2000
2024-06-08,David,Laptop,Electronics,South,CUST_101,1,1000
2024-06-09,Alice,Tablet,Electronics,East,CUST_104,1,400
2024-06-10,Bob,Phone,Electronics,North,CUST_110,3,1800
2024-06-10,Alice,Phone,Electronics,South,CUST_115,1,600
2024-06-11,Alice,Monitor,Electronics,West,CUST_115,4,1200
2024-06-11,Alice,Monitor,Electronics,North,CUST_115,1,300
2024-06-12,David,Laptop,Electronics,South,CUST_119,3,3000
2024-06-12,Charlie,Monitor,Electronics,West,CUST_111,2,600
2024-06-13,Alice,Monitor,Electronics,East,CUST_110,2,600
2024-06-14,Bob,Phone,Electronics,West,CUST_115,3,1800
2024-06-14,Bob,Phone,Electronics,East,CUST_113,4,2400
2024-06-15,Bob,Phone,Electronics,North,CUST_115,1,600
2024-06-15,David,Monitor,Electronics,East,CUST_112,4,1200
2024-06-16,David,Monitor,Electronics,North,CUST_105,4,1200
2024-06-16,David,Tablet,Electronics,South,CUST_109,1,400
2024-06-17,Charlie,Laptop,Electronics,South,CUST_109,4,4000
2024-06-17,Bob,Tablet,Electronics,East,CUST_114,1,400
2024-06-18,Alice,Phone,Electronics,South,CUST_101,4,2400
2024-06-19,Bob,Tablet,Electronics,East,CUST_115,4,1600
2024-06-20,Charlie,Laptop,Electronics,North,CUST_110,1,1000
2024-06-21,Alice,Laptop,Electronics,South,CUST_103,1,1000
2024-06-21,Charlie,Monitor,Electronics,North,CUST_111,2,600
2024-06-22,Bob,Tablet,Electronics,South,CUST_102,3,1200
2024-06-22,Charlie,Laptop,Electronics,West,CUST_112,3,3000
2024-06-23,Charlie,Phone,Electronics,West,CUST_107,1,600
2024-06-24,Bob,Laptop,Electronics,West,CUST_117,1,1000
2024-06-24,Alice,Tablet,Electronics,East,CUST_118,2,800
2024-06-25,Alice,Tablet,Electronics,North,CUST_109,4,1600
2024-06-26,David,Phone,Electronics,South,CUST_108,4,2400
2024-06-27,Charlie,Laptop,Electronics,West,CUST_119,1,1000
2024-06-28,David,Tablet,Electronics,South,CUST_117,4,1600
2024-06-29,Alice,Phone,Electronics,West,CUST_119,4,2400
2024-06-30,Alice,Phone,Electronics,East,CUST_118,3,1800
2024-06-30,Bob,Phone,Electronics,West,CUST_118,1,600
2024-07-01,Bob,Tablet,Electronics,East,CUST_101,4,1600
2024-07-01,David,Laptop,Electronics,East,CUST_103,3,3000
2024-07-02,Bob,Phone,Electronics,East,CUST_102,2,1200
2024-07-02,David,Laptop,Electronics,East,CUST_118,3,3000
2024-07-03,Alice,Monitor,Electronics,North,CUST_103,1,300
2024-07-04,Charlie,Tablet,Electronics,East,CUST_108,1,400
2024-07-04,Bob,Laptop,Electronics,East,CUST_103,1,1000
2024-07-05,Alice,Monitor,Electronics,East,CUST_102,4,1200
2024-07-06,David,Monitor,Electronics,South,CUST_114,4,1200
2024-07-07,David,Monitor,Electronics,West,CUST_114,1,300
2024-07-08,Charlie,Monitor,Electronics,South,CUST_110,3,900
2024-07-09,Alice,Tablet,Electronics,North,CUST_116,3,1200
2024-07-10,Charlie,Monitor,Electronics,North,CUST_118,4,1200
2024-07-11,Alice,Tablet,Electronics,North,CUST_111,4,1600
2024-07-11,Bob,Tablet,Electronics,South,CUST_112,3,1200
2024-07-12,Alice,Laptop,Electronics,South,CUST_109,4,4000
2024-07-12,Bob,Laptop,Electronics,West,CUST_112,3,3000
2024-07-13,Alice,Phone,Electronics,South,CUST_114,4,2400
2024-07-13,Charlie,Monitor,Electronics,West,CUST_118,1,300
2024-07-14,Alice,Phone,Electronics,North,CUST_102,4,2400
2024-07-15,Alice,Tablet,Electronics,North,CUST_111,2,800
2024-07-16,David,Phone,Electronics,South,CUST_113,1,600
2024-07-16,Bob,Tablet,Electronics,North,CUST_106,3,1200
2024-07-17,David,Laptop,Electronics,South,CUST_109,4,4000
2024-07-17,Bob,Phone,Electronics,North,CUST_106,1,600
2024-07-18,David,Tablet,Electronics,North,CUST_106,2,800
2024-07-18,Charlie,Monitor,Electronics,South,CUST_113,4,1200
2024-07-19,Alice,Tablet,Electronics,South,CUST_117,1,400
2024-07-20,Alice,Monitor,Electronics,South,CUST_114,2,600
2024-07-20,David,Phone,Electronics,West,CUST_111,2,1200
2024-07-21,Charlie,Laptop,Electronics,West,CUST_111,3,3000
2024-07-22,Charlie,Monitor,Electronics,West,CUST_107,1,300
2024-07-22,David,Tablet,Electronics,South,CUST_115,2,800
2024-07-23,Bob,Phone,Electronics,North,CUST_101,4,2400
2024-07-23,Bob,Monitor,Electronics,East,CUST_119,4,1200
2024-07-24,David,Tablet,Electronics,North,CUST_113,2,800
2024-07-25,Bob,Laptop,Electronics,South,CUST_109,2,2000
2024-07-26,David,Laptop,Electronics,North,CUST_111,1,1000
2024-07-27,Bob,Laptop,Electronics,East,CUST_103,3,3000
2024-07-27,Bob,Laptop,Electronics,West,CUST_119,4,4000
2024-07-28,Bob,Phone,Electronics,West,CUST_105,3,1800
2024-07-28,David,Tablet,Electronics,East,CUST_117,1,400
2024-07-29,Alice,Tablet,Electronics,North,CUST_112,3,1200
2024-07-29,Bob,Monitor,Electronics,West,CUST_108,3,900
2024-07-30,Alice,Laptop,Electronics,East,CUST_116,1,1000
2024-07-31,David,Laptop,Electronics,South,CUST_112,1,1000
2024-07-31,Charlie,Tablet,Electronics,South,CUST_113,1,400
2024-08-01,Charlie,Monitor,Electronics,South,CUST_107,4,1200
2024-08-01,Alice,Tablet,Electronics,South,CUST_107,1,400
2024-08-02,Charlie,Laptop,Electronics,East,CUST_119,1,1000
2024-08-02,David,Monitor,Electronics,South,CUST_118,3,900
2024-08-03,Bob,Monitor,Electronics,East,CUST_118,3,900
2024-08-04,Bob,Tablet,Electronics,North,CUST_103,2,800
2024-08-05,David,Laptop,Electronics,South,CUST_105,3,3000
2024-08-05,Charlie,Monitor,Electronics,South,CUST_112,3,900
2024-08-06,Charlie,Monitor,Electronics,North,CUST_113,4,1200
2024-08-07,Alice,Monitor,Electronics,North,CUST_112,2,600
2024-08-07,Bob,Phone,Electronics,East,CUST_110,3,1800
2024-08-08,Bob,Tablet,Electronics,East,CUST_113,1,400
2024-08-08,Bob,Monitor,Electronics,West,CUST_107,3,900
2024-08-09,David,Laptop,Electronics,South,CUST_112,1,1000
2024-08-09,Alice,Monitor,Electronics,West,CUST_115,4,1200
2024-08-10,Bob,Phone,Electronics,North,CUST_107,3,1800
2024-08-11,Alice,Laptop,Electronics,South,CUST_103,1,1000
2024-08-11,Alice,Phone,Electronics,West,CUST_118,2,1200
2024-08-12,Bob,Phone,Electronics,North,CUST_116,1,600
2024-08-12,Alice,Laptop,Electronics,South,CUST_109,3,3000
2024-08-13,Alice,Laptop,Electronics,West,CUST_112,4,4000
2024-08-14,Bob,Laptop,Electronics,North,CUST_111,1,1000
2024-08-15,Bob,Tablet,Electronics,West,CUST_114,3,1200
2024-08-15,David,Tablet,Electronics,South,CUST_102,1,400
2024-08-16,Charlie,Monitor,Electronics,West,CUST_108,3,900
2024-08-17,Alice,Tablet,Electronics,South,CUST_119,1,400
2024-08-17,Alice,Phone,Electronics,South,CUST_102,3,1800
2024-08-18,Bob,Laptop,Electronics,North,CUST_103,2,2000
2024-08-19,Bob,Laptop,Electronics,North,CUST_115,2,2000
2024-08-19,Charlie,Laptop,Electronics,North,CUST_117,3,3000
2024-08-20,Charlie,Phone,Electronics,East,CUST_118,2,1200
2024-08-21,Alice,Monitor,Electronics,East,CUST_103,4,1200
2024-08-21,Bob,Laptop,Electronics,West,CUST_115,1,1000
2024-08-22,Alice,Monitor,Electronics,South,CUST_102,1,300
2024-08-23,Alice,Monitor,Electronics,East,CUST_109,3,900
2024-08-24,Alice,Phone,Electronics,West,CUST_109,2,1200
2024-08-25,David,Laptop,Electronics,North,CUST_102,3,3000
2024-08-26,David,Tablet,Electronics,South,CUST_105,4,1600
2024-08-26,David,Phone,Electronics,South,CUST_105,2,1200
2024-08-27,David,Laptop,Electronics,West,CUST_113,1,1000
2024-08-27,Alice,Phone,Electronics,West,CUST_119,1,600
2024-08-28,Charlie,Monitor,Electronics,West,CUST_108,2,600
2024-08-28,Charlie,Laptop,Electronics,North,CUST_106,1,1000
2024-08-29,Charlie,Monitor,Electronics,West,CUST_101,4,1200
2024-08-29,Charlie,Tablet,Electronics,West,CUST_113,1,400
2024-08-30,Alice,Laptop,Electronics,North,CUST_104,2,2000
2024-08-31,Charlie,Phone,Electronics,West,CUST_105,3,1800
2024-09-01,Alice,Phone,Electronics,North,CUST_110,3,1800
2024-09-02,David,Tablet,Electronics,North,CUST_107,2,800
2024-09-02,Charlie,Phone,Electronics,West,CUST_114,2,1200
2024-09-03,Alice,Monitor,Electronics,East,CUST_113,2,600
2024-09-04,Charlie,Laptop,Electronics,North,CUST_108,1,1000
2024-09-04,Charlie,Phone,Electronics,West,CUST_113,4,2400
2024-09-05,David,Phone,Electronics,East,CUST_107,2,1200
2024-09-06,Alice,Monitor,Electronics,South,CUST_115,3,900
2024-09-06,Bob,Laptop,Electronics,North,CUST_104,2,2000
2024-09-07,David,Monitor,Electronics,South,CUST_117,4,1200
2024-09-07,David,Phone,Electronics,North,CUST_101,2,1200
2024-09-08,Bob,Monitor,Electronics,East,CUST_118,2,600
2024-09-08,Bob,Monitor,Electronics,East,CUST_112,1,300
2024-09-09,Charlie,Tablet,Electronics,West,CUST_112,1,400
2024-09-09,Charlie,Laptop,Electronics,East,CUST_106,1,1000
2024-09-10,Charlie,Monitor,Electronics,East,CUST_102,3,900
2024-09-11,Bob,Laptop,Electronics,West,CUST_103,1,1000
2024-09-11,Alice,Laptop,Electronics,East,CUST_111,3,3000
2024-09-12,David,Phone,Electronics,East,CUST_111,2,1200
2024-09-12,Charlie,Tablet,Electronics,North,CUST_112,2,800
2024-09-13,David,Laptop,Electronics,North,CUST_116,3,3000
2024-09-13,Alice,Tablet,Electronics,West,CUST_119,2,800
2024-09-14,Alice,Tablet,Electronics,East,CUST_106,1,400
2024-09-15,Bob,Laptop,Electronics,East,CUST_117,4,4000
2024-09-16,David,Monitor,Electronics,South,CUST_112,3,900
2024-09-17,Charlie,Monitor,Electronics,West,CUST_117,2,600
2024-09-17,Alice,Laptop,Electronics,West,CUST_114,3,3000
2024-09-18,David,Tablet,Electronics,East,CUST_112,1,400
2024-09-18,Alice,Monitor,Electronics,West,CUST_103,2,600
2024-09-19,Bob,Tablet,Electronics,North,CUST_114,2,800
2024-09-19,Charlie,Laptop,Electronics,South,CUST_104,4,4000
2024-09-20,Bob,Monitor,Electronics,North,CUST_102,4,1200
2024-09-21,David,Tablet,Electronics,West,CUST_117,1,400
2024-09-21,David,Laptop,Electronics,South,CUST_118,2,2000
2024-09-22,Charlie,Tablet,Electronics,South,CUST_111,4,1600
2024-09-22,Alice,Laptop,Electronics,North,CUST_106,4,4000
2024-09-23,David,Tablet,Electronics,South,CUST_109,3,1200
2024-09-24,David,Laptop,Electronics,South,CUST_115,4,4000
2024-09-25,Bob,Phone,Electronics,West,CUST_101,4,2400
2024-09-25,Bob,Monitor,Electronics,West,CUST_101,2,600
2024-09-26,Alice,Laptop,Electronics,North,CUST_101,1,1000
2024-09-26,Alice,Monitor,Electronics,South,CUST_107,2,600
2024-09-27,Bob,Tablet,Electronics,South,CUST_118,2,800
2024-09-27,Charlie,Phone,Electronics,South,CUST_112,3,1800
2024-09-28,David,Tablet,Electronics,North,CUST_106,3,1200
2024-09-29,Bob,Laptop,Electronics,East,CUST_109,3,3000
2024-09-30,David,Monitor,Electronics,West,CUST_115,2,600
2024-09-30,Charlie,Tablet,Electronics,East,CUST_116,3,1200
2024-10-01,Bob,Phone,Electronics,South,CUST_103,2,1200
2024-10-01,Charlie,Laptop,Electronics,West,CUST_114,2,2000
2024-10-02,Bob,Phone,Electronics,West,CUST_112,3,1800
2024-10-03,Alice,Laptop,Electronics,East,CUST_119,2,2000
2024-10-04,Bob,Monitor,Electronics,North,CUST_119,4,1200
2024-10-05,Bob,Phone,Electronics,South,CUST_105,3,1800
2024-10-05,David,Monitor,Electronics,North,CUST_103,3,900
